Region,Date,Year,Week,Total Tests,Total RSV,Test Positivity Rate,PM2.5,PM10,SO2,O3,NO2,Max.Temp,Min.Temp,Temp.Range,Avg.Temp,Prcp,RH,WS,AP
Los.Rios,2015/6/14,2015,24,22,2,0.090909091,28.8074,68.5043375,48.1158939,34.930924,8.65578555,14.4,1.8,12.6,7.575,61.4,90.69070513,2.944784382,1018.270804
Los.Rios,2015/6/21,2015,25,19,1,0.052631579,41.579125,51.9665125,29.62211628,35.74889815,16.34766103,13.4,-2.5,15.9,5.8625,26.9,91.40625,3.579545455,1020.4625
Los.Rios,2015/6/28,2015,26,10,2,0.2,28.1317375,51.0525875,52.95824668,38.679963,15.2826093,16.5,-2.5,19,6.3,4.3,89,3.761363636,1017.823864
Los.Rios,2015/7/5,2015,27,24,6,0.25,39.0972375,50.7955,61.85030398,37.463734,17.65775195,13.5,-1.7,15.2,5.875,56.7,92.59134615,2.366331585,1017.415858
Los.Rios,2015/7/12,2015,28,20,12,0.6,37.5302675,42.421275,46.39171775,32.0325005,16.68611155,12.8,1.5,11.3,7.425,108.2,87.77083333,6.227272727,1012.609091
Los.Rios,2015/7/19,2015,29,23,12,0.52173913,25.4648925,48.4991875,47.172314,40.788776,9.03500646,12.3,-1.5,13.8,6.55,155.3,84.76041667,6.727272727,1016.863636
Los.Rios,2015/7/26,2015,30,26,12,0.461538462,38.738475,52.5865125,37.55723495,34.565874,19.97431145,15.3,-2.1,17.4,8.7875,101.8,88.48958333,5.647727273,1016.663636
Los.Rios,2015/8/2,2015,31,20,9,0.45,22.0515675,41.5835,54.47579325,35.6910365,14.89427415,15.1,5.7,9.4,10.3625,149.6,84.62459936,8.045454545,1009.072112
Los.Rios,2015/8/9,2015,32,37,18,0.486486486,20.96968625,48.45105,31.9142331,40.01240775,10.56685255,14.9,4.6,10.3,8.725,103,84.3272096,5.641964286,1008.062063
Los.Rios,2015/8/16,2015,33,51,25,0.490196078,36.97145625,49.923325,54.56389075,40.7484245,9.3635092,15.9,-0.2,16.1,5.925,22.1,83.95858586,4.181894841,1020.339926
Los.Rios,2015/8/23,2015,34,48,27,0.5625,26.3524325,52.4536875,52.62063675,42.9233385,9.1724871,16.3,-0.2,16.5,8.1,45.3,86.71660978,4.888650412,1016.075517
Los.Rios,2015/8/30,2015,35,47,17,0.361702128,22.65825,47.2638875,51.39102163,26.7408043,11.7284787,14.8,6.8,8,11.4,196.7,85.59291126,8.983974359,1010.137515
Los.Rios,2015/9/6,2015,36,44,23,0.522727273,16.0621425,35.7777125,50.52782005,27.754335,11.09587985,17.9,0.4,17.5,7.75,23.9,78.74550866,3.536005661,1018.535119
Los.Rios,2015/9/13,2015,37,33,9,0.272727273,13.51372375,34.51175,40.7376333,27.28010565,9.2992837,15.4,-1.6,17,7.725,45.2,74.69191919,6.196230159,1019.115218
Los.Rios,2015/9/20,2015,38,55,25,0.454545455,16.17845125,34.51175,67.56688525,28.3465735,8.281193905,19.2,-3.2,22.4,6.075,0,67.77426046,4.701449939,1016.442802
Los.Rios,2015/9/27,2015,39,45,9,0.2,10.77551,34.51175,58.85027625,28.2331875,7.51555145,19.2,0.5,18.7,9.8,49.1,78.24684343,6.315873016,1013.998909
Los.Rios,2015/10/4,2015,40,30,7,0.233333333,6.8393575,41.43433125,81.39288725,29.95535865,7.7930183,20.5,6.3,14.2,11.325,78.4,81.40952797,6.234974747,1011.752751
Los.Rios,2015/10/11,2015,41,24,3,0.125,9.54114125,73.90615,54.91210513,30.92978,5.67692555,22.3,-0.4,22.7,9.3125,21.3,61.64709596,7.66547619,1019.33502
Los.Rios,2015/10/18,2015,42,24,3,0.125,9.307905,73.90615,59.90386995,30.5007507,5.83141925,22.3,-0.3,22.6,9.8,29.3,67.64166667,5.112896825,1014.54755
Los.Rios,2015/10/25,2015,43,30,2,0.066666667,9.03079125,73.90615,51.87542033,30.626715,6.0983017,24.8,1.1,23.7,11.3375,27.1,69.14829545,5.124549062,1013.789582
Los.Rios,2015/11/1,2015,44,31,3,0.096774194,6.605815,73.90615,79.3966765,27.6688937,5.80511335,21.3,1.4,19.9,11.25,7.8,65.42853535,7.280902778,1019.028368
Los.Rios,2015/11/8,2015,45,28,2,0.071428571,8.561655,72.9845525,78.48802775,30.5233495,5.6672976,27.8,3.4,24.4,13.5375,13.7,64.60145202,5.194196429,1015.716642
Los.Rios,2015/11/15,2015,46,25,0,0,5.85485375,68.9954375,71.7954015,25.669483,5.27831855,21.9,3.9,18,12.675,13.9,72.39663739,6.51249445,1014.812066
Los.Rios,2015/11/22,2015,47,15,1,0.066666667,4.09442,60.98207625,89.17219125,23.911412,5.09123035,19.8,1,18.8,10.975,41.4,74.52304293,7.351587302,1014.570377
Los.Rios,2015/11/29,2015,48,23,4,0.173913043,4.0265275,49.14565,73.18737475,20.5427796,5.22175405,24.7,2.4,22.3,13.2125,6,67.31888112,7.33285638,1014.64055
Los.Rios,2015/12/6,2015,49,16,1,0.0625,6.509155,51.151675,84.67410975,24.80321445,6.5544696,29.1,6.4,22.7,17.1,0,59.52619949,6.265426587,1013.927019
Los.Rios,2015/12/13,2015,50,1,0,0,5.59696625,48.1794875,78.45632575,25.5066315,7.07987085,22,5.6,16.4,14.4375,49.1,68.84656663,7.149503968,1013.980492
Los.Rios,2015/12/20,2015,51,8,0,0,5.21519625,52.02275,66.05401538,21.94471125,5.68305435,25.3,1.5,23.8,12.5578125,20.3,64.36237374,6.146391369,1014.843207
Los.Rios,2015/12/27,2015,52,20,1,0.05,5.31294125,61.4123625,90.72951925,17.8576972,6.3138108,24.2,2.7,21.5,12.7453125,16.2,69.9542298,7.310081845,1012.304784
Los.Rios,2016/1/10,2016,1,10,0,0,6.474438364,51.86467273,71.45583163,19.16634287,6.4087884,29.2,4.6,24.6,17.35454545,0,69.45442468,3.799232443,1012.214352
Los.Rios,2016/1/17,2016,2,1,0,0,4.6330375,64.8116625,81.95042325,22.24411105,5.32874485,27.5,5.1,22.4,16.3125,1.4,74.71875,3.853693182,1014.210369
Los.Rios,2016/1/24,2016,3,8,0,0,6.8875375,62.5688125,114.3405008,19.27675925,6.0727102,31.1,5.1,26,18.1125,1,72.68410326,3.413269928,1012.174584
Los.Rios,2016/1/31,2016,4,12,0,0,4.73639625,51.38835,101.8843658,11.4585569,5.84120465,33.2,6.5,26.7,17.375,16.5,74.72395833,3.96875,1013.158854
Los.Rios,2016/2/7,2016,5,12,0,0,7.91697,58.427775,107.87588,13.1155458,5.11613565,35,4,31,18.0875,0,66.97916667,3.567708333,1012.413021
Los.Rios,2016/2/14,2016,6,8,0,0,6.72501,62.5019125,111.9331465,10.87518495,5.17147345,28.7,4.6,24.1,15.75,3.1,74.828125,4.546875,1013.532813
Los.Rios,2016/2/21,2016,7,12,0,0,5.24461,73.574575,94.3228165,10.24146795,6.9794248,27.6,4.5,23.1,15.0375,15.2,78.51879529,3.747735507,1012.19538
Los.Rios,2016/2/28,2016,8,8,0,0,6.4524075,71.500825,107.9290333,12.0197784,9.3976359,25.9,2.8,23.1,14.4625,1.4,77.11254529,3.716485507,1014.147985
Los.Rios,2016/3/6,2016,9,6,0,0,14.65414375,63.299025,83.224824,21.40197255,10.7502724,28.9,2.1,26.8,14.6625,0,73.41666667,3.15625,1014.867708
Los.Rios,2016/3/13,2016,10,6,0,0,15.05724,70.6757125,87.63908188,27.35915,7.70625395,28.5,3.6,24.9,14.6,0,72.00531126,3.274106555,1015.440975
Los.Rios,2016/3/20,2016,11,12,0,0,15.63997625,69.56035,93.9975435,29.5288945,9.2498209,25.3,-0.7,26,11.9125,7.8,59.61268939,5.951041667,1016.14893
Los.Rios,2016/3/27,2016,12,8,0,0,26.2414125,62.374725,107.5936733,42.772541,9.20026175,27.5,0.5,27,13,0.6,59.02951389,5.829861111,1015.014236
Los.Rios,2016/4/3,2016,13,6,0,0,14.40479125,95.35385,105.7030813,35.278726,7.31868161,24.1,0.9,23.2,11.3375,23,71.77291667,4.478125,1015.174931
Los.Rios,2016/4/10,2016,14,14,1,0.071428571,17.02723125,68.58366125,85.42703225,32.004105,7.2194162,20.1,-1.5,21.6,8.95,7.6,71.96284722,5.00845474,1015.155057
Los.Rios,2016/4/17,2016,15,12,0,0,14.38426375,68.0409,78.34565695,32.00779225,7.49370585,24.1,-0.9,25,10.6125,58.7,78.75517677,6.070612374,1012.241379
Los.Rios,2016/4/24,2016,16,8,0,0,11.62462625,57.00565,79.75109045,29.9021275,5.4640978,17.9,-2.3,20.2,8.9125,88.1,87.76264881,4.488839286,1013.051265
Los.Rios,2016/5/1,2016,17,21,0,0,32.31098125,70.22535,46.20008113,31.4496455,8.5201036,20.4,-1.3,21.7,8.0125,11.6,81.61713113,2.159451659,1016.941858
Los.Rios,2016/5/8,2016,18,16,0,0,36.611475,59.2534125,93.939314,30.969176,10.93302015,19.9,5.6,14.3,11.175,17.3,93.39004858,1.434267951,1015.060507
Los.Rios,2016/5/15,2016,19,19,0,0,24.588225,57.916,48.26876763,21.7736302,7.33431945,21.2,5.4,15.8,11.1875,15,94.39583333,1.484375,1014.486979
Los.Rios,2016/5/22,2016,20,23,1,0.043478261,28.932675,50.034775,31.2209811,22.94569795,8.5830836,17,0.6,16.4,7.7625,15.4,95.98958333,1.104166667,1017.210417
Los.Rios,2016/5/29,2016,21,28,4,0.142857143,33.5128125,46.695225,39.34370488,18.89118315,14.402351,17.7,0.7,17,8.7,100,95.69836957,2.045063406,1016.045018
Los.Rios,2016/6/5,2016,22,18,3,0.166666667,29.5305375,51.684725,33.10932318,23.68464735,7.60250615,13.8,2.8,11,7.9625,8.1,96.63020833,1.619791667,1017.108333
Los.Rios,2016/6/12,2016,23,32,8,0.25,41.5858875,50.5478,19.28455258,23.32893675,11.62084635,13.9,-3.1,17,6.175,17.9,95.74479167,1.78125,1022.208854
Los.Rios,2016/6/19,2016,24,38,14,0.368421053,40.56355,54.1945375,36.27317295,25.230835,12.4454966,15.3,-4,19.3,6.0375,5.6,93.92708333,1.979166667,1021.455208
Los.Rios,2016/6/26,2016,25,45,22,0.488888889,49.5024875,70.1420375,35.95120115,25.42243725,12.0094917,13.5,-2.6,16.1,4.1875,15.6,95.56770833,1.671875,1020.807813
Los.Rios,2016/7/3,2016,26,33,13,0.393939394,66.9150375,60.46020625,35.54368963,26.0240617,10.83933834,13.4,-3.3,16.7,2.8875,8.8,97.10416667,1.354166667,1017.976146
Los.Rios,2016/7/10,2016,27,53,21,0.396226415,50.778175,52.03153375,42.38347145,26.817602,10.53806952,15.4,-1.6,17,7.5125,49.7,93.87930254,3.649003623,1017.442505
Los.Rios,2016/7/17,2016,28,38,16,0.421052632,28.5203825,50.90503375,22.06058668,27.2635265,11.14190695,13.9,0.2,13.7,7.4625,76.6,93.16145833,4.34375,1012.667188
Los.Rios,2016/7/24,2016,29,34,17,0.5,35.52149625,47.8431625,40.5084881,20.78501355,12.85748215,14.7,-2.1,16.8,7.075,85.4,94.84895833,3.026041667,1015.054688
Los.Rios,2016/7/31,2016,30,42,12,0.285714286,34.27272125,47.8489,40.63772943,19.31283795,13.3753822,14.9,2.5,12.4,7.9375,39,92.57291667,3.927083333,1015.375
Los.Rios,2016/8/7,2016,31,33,14,0.424242424,39.610825,45.17705,37.69974985,19.00289335,11.3649478,14.3,1.1,13.2,9.1375,63.7,92.515625,5.458333333,1017.163542
Los.Rios,2016/8/14,2016,32,29,10,0.344827586,24.022775,53.642,60.50808125,18.95904815,16.09013745,15.2,2.7,12.5,8.85,58.9,92.1875,4.989583333,1016.876563
Los.Rios,2016/8/21,2016,33,29,5,0.172413793,13.04296125,65.1927625,47.84597168,20.01265105,10.1102499,15.2,-1.6,16.8,9.2,124.1,86.296875,7.463541667,1016.95625
Los.Rios,2016/8/28,2016,34,23,5,0.217391304,17.5621275,59.2914375,74.5478556,25.9799274,8.54541075,17.7,0.5,17.2,8.4,23.9,90.25520833,3,1017.889063
Los.Rios,2016/9/4,2016,35,41,15,0.365853659,24.54827,65.2644,84.66382625,25.024153,7.476889015,18.5,-2.7,21.2,7.475,11.5,75.85416667,5.302083333,1024.530208
Los.Rios,2016/9/11,2016,36,34,6,0.176470588,25.50149625,52.45,66.93970638,28.7102515,10.20275765,18.5,-3,21.5,8.4125,49.2,81.01041667,3.057291667,1018.621875
Los.Rios,2016/9/18,2016,37,43,4,0.093023256,11.1151225,55.724725,84.86412198,26.4447855,7.4170559,19.7,-1.2,20.9,9.7125,34.3,87.59375,3.432291667,1017.727083
Los.Rios,2016/9/25,2016,38,39,6,0.153846154,12.03705375,55.63510625,115.2712885,25.664926,9.9517095,23.7,-1.4,25.1,10.025,0,81.17708333,2.96875,1017.914063
Los.Rios,2016/10/2,2016,39,34,2,0.058823529,11.02395625,53.26318125,112.567645,29.570716,6.67204245,20.7,0.7,20,10.55,20,86.4375,3.098958333,1016.118229
Los.Rios,2016/10/9,2016,40,41,2,0.048780488,7.47447125,51.8572625,64.57798925,25.928938,8.1091685,20.5,-0.1,20.6,9.225,9.7,83.10714286,3.568452381,1019.113467
Los.Rios,2016/10/16,2016,41,27,1,0.037037037,5.721625,43.704675,86.34141225,23.06563035,8.11836405,17.7,0.7,17,9.5125,103,86.26041667,4.119791667,1013.009896
Los.Rios,2016/10/23,2016,42,22,0,0,6.30919125,52.8680875,43.61367935,28.713167,6.09539005,22.8,2.2,20.6,11.1875,8.7,84.03125,3.229166667,1015.202083
Los.Rios,2016/10/30,2016,43,10,0,0,5.702925,46.3050875,56.20601178,29.644657,5.1184269,28.6,4.1,24.5,13.55,2.2,77.30208333,3.614583333,1018.003646
Los.Rios,2016/11/6,2016,44,12,0,0,3.40008125,45.462375,68.5994731,22.00944025,5.842039605,23.1,0.4,22.7,12.0875,33.8,85.94791667,5.244791667,1017.208333
Los.Rios,2016/11/13,2016,45,9,0,0,6.09276375,44.5100125,113.9896173,22.23039105,6.05319345,20.4,2,18.4,11.9375,15.6,72.15625,5.026041667,1017.790625
Los.Rios,2016/11/20,2016,46,17,2,0.117647059,7.4397065,55.5130375,43.4678043,21.99529395,4.906890945,25.9,0.1,25.8,12.875,26.5,76.27083333,5.583333333,1015.984375
Los.Rios,2016/11/27,2016,47,13,2,0.153846154,4.9265875,47.828125,6.297828275,21.4415964,4.1389093,31.2,4.3,26.9,15.5625,37,76.64583333,4.013360507,1013.47303
Los.Rios,2016/12/4,2016,48,12,0,0,7.11490875,53.25975,12.41525318,26.0537704,6.5489471,29.6,3.9,25.7,15.325,16.8,74.234375,4.333333333,1014.254688
Los.Rios,2016/12/11,2016,49,12,0,0,3.8861325,41.39025,29.14441168,20.7671457,7.52442035,27.6,4,23.6,14.775,27.4,79.18229167,5.552083333,1014.627604
Los.Rios,2016/12/18,2016,50,10,0,0,16.4114375,38.20265,68.82380733,22.33059115,9.0276378,27.5,1.5,26,14.6125,19,76.72395833,5.088541667,1015.579167
Los.Rios,2016/12/25,2016,51,17,0,0,3.36099,49.62095,100.04601,19.30375825,7.72576835,22.1,3.2,18.9,13.5375,46.7,79.65625,4.546875,1013.487274
Los.Rios,2016/12/31,2016,52,10,0,0,4.991274286,61.05481429,104.3674006,21.2629396,8.7056596,30.3,6,24.3,16.41428571,3.6,76.20238095,4.81547619,1012.502976
Los.Rios,2017/1/8,2017,1,4,0,0,3.697050889,44.54014444,109.0555787,18.29898249,9.323329423,23.1,4,19.1,14.73333333,36.2,79.05555556,6.032407407,1014.038426
Los.Rios,2017/1/15,2017,2,5,0,0,3.920346,45.701375,127.6581573,19.33754375,8.000235895,24.8,4.4,20.4,15.475,16.8,76.984375,5.046875,1013.734375
Los.Rios,2017/1/22,2017,3,5,0,0,11.4799825,37.574225,108.2271565,22.3701219,9.9479589,29.7,5.1,24.6,16.4,0,74.265625,4.177083333,1015.636979
Los.Rios,2017/1/29,2017,4,9,0,0,90.57862625,53.93645,87.15788613,26.33003485,12.66220655,35.2,6.3,28.9,19.525,0.2,71.07608696,4.063714592,1014.984081
Los.Rios,2017/2/5,2017,5,4,0,0,19.8908,69.21435,150.1146685,22.14263205,11.9606352,26.3,4,22.3,15.5125,11.9,71.43229167,4.230823864,1013.316146
Los.Rios,2017/2/12,2017,6,1,0,0,5.58843625,66.5426625,123.3470783,16.2161188,9.4534907,27.3,4.2,23.1,15.375,0,72.27083333,3.319721967,1014.463021
Los.Rios,2017/2/19,2017,7,6,0,0,5.29219,87.091725,82.5421175,14.6926892,9.42659025,30.4,5.3,25.1,16.678125,53.2,80.67147436,5.983010913,1010.97524
Los.Rios,2017/2/26,2017,8,7,0,0,4.923765,65.4047125,86.586153,14.00809305,10.9300615,30.3,11.1,19.2,20.2125,9.4,82.91666667,6.289131702,1011.11871
Los.Rios,2017/3/5,2017,9,6,0,0,3.27846875,71.1530875,60.4407145,14.4510898,7.8686601,26.9,3.7,23.2,14.475,37,78.56770833,4.916136891,1012.938542
Los.Rios,2017/3/12,2017,10,11,0,0,5.60711125,70.4937125,57.96281675,18.08067905,9.1170976,22.9,3.7,19.2,12.525,44.8,84.88020833,4.694510172,1014.229688
Los.Rios,2017/3/19,2017,11,10,0,0,14.49183125,81.82225,102.3640878,22.18123425,9.46905945,25.2,1.5,23.7,12.775,0,81.13541667,3.175444041,1016.369271
Los.Rios,2017/3/26,2017,12,18,0,0,10.7571925,63.5962125,94.33477025,23.88309245,8.5545499,24.7,3.2,21.5,13.15,2.6,83.640625,3.958438853,1014.766667
Los.Rios,2017/4/2,2017,13,16,2,0.125,7.45587625,63.0294375,79.55679125,18.15404675,5.61230055,22.2,6.1,16.1,12.85,21.3,88.38541667,4.282692308,1014.499479
Los.Rios,2017/4/9,2017,14,15,0,0,6.743151375,65.76055,64.77953275,20.37161525,6.7298501,20.1,5.3,14.8,12.05,38.1,92.41145833,4.1650103,1014.905208
Los.Rios,2017/4/16,2017,15,13,0,0,11.76762888,62.138125,63.813113,25.476129,12.0507342,24.8,0.7,24.1,11.575,0.4,86.12310606,2.355176768,1015.415578
Los.Rios,2017/4/23,2017,16,20,3,0.15,12.04649875,56.8369125,53.18340293,21.0455539,11.12051255,24.8,4.2,20.6,12.0375,29.1,87.26041667,3.114786255,1014.815625
Los.Rios,2017/4/30,2017,17,16,1,0.0625,17.9431875,68.1191625,50.83018443,22.42717505,12.62028584,20.6,2.7,17.9,11.525,23.2,92.10416667,3.560842803,1017.290104
Los.Rios,2017/5/7,2017,18,19,4,0.210526316,16.0939625,65.2566625,47.2723325,26.756842,10.70138324,20.6,4.3,16.3,12.9875,135.6,90.14605978,5.526190476,1011.340602
Los.Rios,2017/5/14,2017,19,24,2,0.083333333,11.75,59.75,28.30255,19.845,13.97642925,17.4,3.2,14.2,11.125,40.4,91.60449605,4.212939111,1011.319862
Los.Rios,2017/5/21,2017,20,26,2,0.076923077,22,86.125,23.3704,19.11,15.933,16,0.9,15.1,8.3375,53.2,88.85132576,4.894878129,1015.65161
Los.Rios,2017/5/28,2017,21,48,12,0.25,58.75,76.25,29.9859,16.66,15.32905,13.7,-0.6,14.3,4.6546875,9.3,95.11710663,2.569153752,1018.842143
Los.Rios,2017/6/4,2017,22,35,12,0.342857143,48.75,50.875,17.216675,24.99,3.262975,14.3,-1.1,15.4,7.0125,41,94.25,3.425754831,1018.622917
Los.Rios,2017/6/11,2017,23,35,13,0.371428571,29.875,53.875,21.8115,31.85,2.1432,13.3,-1.1,14.4,7.3125,39.4,95.61390399,3.750696767,1019.904846
Los.Rios,2017/6/18,2017,24,49,19,0.387755102,24,42.5,48.69925,40.67,2.986458255,12.6,-1.4,14,6.0875,43.8,93.66666667,4.208333333,1014.319792
Los.Rios,2017/6/25,2017,25,40,19,0.475,22.75,48.5,33.22815,37.485,5.9126,14.8,-1.4,16.2,6.0625,90.4,95.00520833,4.020833333,1011.841146
Los.Rios,2017/7/2,2017,26,38,16,0.421052632,25.375,53.875,30.670375,36.995,7.5153,14.8,8.1,6.7,10.475,19.4,95.57291667,3.14990942,1015.753125
Los.Rios,2017/7/9,2017,27,56,23,0.410714286,34.125,65.875,26.949975,31.36,9.071,12.7,-1,13.7,7.4125,32.9,95.16666667,3.032481061,1017.021354
Los.Rios,2017/7/16,2017,28,49,24,0.489795918,20.125,48.25,27.840775,33.565,6.6223,11.9,-3.6,15.5,3.9375,56.9,90.61090686,3.750994318,1018.532176
Los.Rios,2017/7/23,2017,29,42,15,0.357142857,38.875,48.625,17.511425,33.565,10.0533,15.7,-3.6,19.3,6.250625,37.8,88.07875458,4.495439977,1020.714858
Los.Rios,2017/7/30,2017,30,17,7,0.411764706,35.5,58.25,42.257325,28.91,9.28015,14.9,-2,16.9,8.299791667,39.7,83.65625,6.2625,1018.299299
Los.Rios,2017/8/6,2017,31,22,10,0.454545455,52.25,43.25,51.2341,33.565,8.1169,13.2,-3.6,16.8,8.34375,28.3,78.69791667,5,1019.057841
Los.Rios,2017/8/13,2017,32,35,14,0.4,11.25,54.875,28.39425,31.115,6.4813,13.2,3.8,9.4,8.4625,154.5,84.775,7.8625,1011.30125
Los.Rios,2017/8/20,2017,33,41,17,0.414634146,20.6875,49.25,32.0819,23.52,7.7127,14.4,1.3,13.1,7.975,73.8,87.58333333,7.06875,1016.835208
Los.Rios,2017/8/27,2017,34,30,7,0.233333333,15,51.75,48.06826558,33.565,6.6411,14,-0.3,14.3,6.345833333,88.8,87.72424242,7.560795455,1011.877254
Los.Rios,2017/9/3,2017,35,39,9,0.230769231,20.5,48.75,67.96935,31.68666585,8.24761875,14.3,-1.2,15.5,5.534375,121.2,86.84791667,4.908333333,1016.94875
Los.Rios,2017/9/10,2017,36,23,6,0.260869565,26.75,52.875,68.05313433,19.6,7.8866,14.2,-1.6,15.8,5.945833333,27.4,81.3875,4.208333333,1020.384167
Los.Rios,2017/9/17,2017,37,20,2,0.1,14.875,61.375,52.27595938,19.845,8.49055,20.3,-1.7,22,6.359375,9.7,76.29497378,4.807910839,1021.330707
Los.Rios,2017/9/24,2017,38,15,0,0,9.75,46.125,66.54759063,21.56,8.3143,20.3,-1,21.3,8,4.8,78.0625,4.5375,1018.0925
Los.Rios,2017/10/1,2017,39,22,2,0.090909091,11,44.875,88.96865,19.355,6.39905,18.7,-1.8,20.5,9.292083333,58.9,76.31708124,5.702250557,1015.282385
Los.Rios,2017/10/8,2017,40,15,1,0.066666667,7.125,53,60.492525,17.395,4.08665,16.4,2.8,13.6,9.875,105.2,87.21761775,8.400588768,1012.132948
Los.Rios,2017/10/15,2017,41,25,1,0.04,5.75,59.875,77.1459,26.215,3.33935,22.6,0.5,22.1,10.125,20.5,81.609375,4.94603244,1020.08125
Los.Rios,2017/10/22,2017,42,22,0,0,5.875,61,90.111625,35.28,4.6859,22.6,-0.8,23.4,10.56875,13,79.171875,5.790719697,1016.240104
Los.Rios,2017/10/29,2017,43,11,0,0,4.875,35.5,105.563075,31.85,4.2723,20.8,1.4,19.4,10.225,42.4,83.36458333,6.339705882,1015.194271
Los.Rios,2017/11/5,2017,44,21,0,0,3.375,44.5,89.80705,26.95,3.431,17.8,4.1,13.7,10.875,63.4,86.859375,6.104166667,1013.268229
Los.Rios,2017/11/12,2017,45,19,0,0,4.375,47.875,77.797625,30.135,5.6635,23.4,2.2,21.2,12.8375,0,80.21875,3.614583333,1015.364063
Los.Rios,2017/11/19,2017,46,24,0,0,3.625,43.25,79.31395,30.87,4.40625,22.6,0.5,22.1,12.175,5.6,80.29166667,4.598958333,1016.902083
Los.Rios,2017/11/26,2017,47,19,0,0,6.375,44.375,108.431975,32.83,4.8034,24.8,2.3,22.5,13.1625,0,65.11979167,5.385416667,1018.584896
Los.Rios,2017/12/3,2017,48,16,1,0.0625,7.125,45.375,111.824875,30.625,4.3851,26.8,3.5,23.3,14.2875,0,70.09375,4.182291667,1014.549479
Los.Rios,2017/12/10,2017,49,9,0,0,5.1,54.375,97.133225,28.91,4.1877,27.4,4.5,22.9,15.55,0,75.89583333,3.53125,1014.615625
Los.Rios,2017/12/17,2017,50,8,0,0,2.875,49.625,78.642575,21.56,6.06065,25.9,0.7,25.2,15.1875,14,79.78125,5.567708333,1014.866667
Los.Rios,2017/12/24,2017,51,15,0,0,4.375,55.625,97.1365,22.05,9.10625,23.5,0.7,22.8,13.0625,5,71.53645833,4.875,1016.826563
Los.Rios,2017/12/31,2017,52,11,1,0.090909091,2.375,44,112.080325,19.6,10.4152,21.8,3,18.8,14.875,35.7,81.42708333,4.859375,1014.883854
Los.Rios,2018/1/7,2018,1,1,0,0,2.5,48.20833375,84.06925,23.52,11.0309,28.3,3.5,24.8,14.6125,34.7,81.765625,4.973958333,1015.842708
Los.Rios,2018/1/14,2018,2,6,0,0,6.25,55.8854175,96.799175,24.5,9.7854,28.3,7.1,21.2,18.08645833,0.4,71.39813312,4.839299242,1013.846374
Los.Rios,2018/1/21,2018,3,7,0,0,6.125,67.875,71.04785,22.54,8.507,29.2,7,22.2,17.225,0,62.49305556,5.998263889,1014.131319
Los.Rios,2018/1/28,2018,4,4,0,0,8.5,68.375,72.099125,24.01,7.56935,26.7,4.9,21.8,16.45416667,0,59.35982143,5.472619048,1012.155923
Los.Rios,2018/2/4,2018,5,5,0,0,11.375,68.25,119.6161,20.58,7.01945,30.1,5.6,24.5,18.94583333,2.8,61.271875,6.296875,1012.370208
Los.Rios,2018/2/11,2018,6,9,0,0,4.75,73.625,67.09165,20.58000074,8.3989,32.6,1.7,30.9,16.075,1.6,72.99479167,4.677083333,1015.563542
Los.Rios,2018/2/18,2018,7,6,0,0,10,61.125,71.372075,23.765,10.87345,29.7,1.7,28,17.2,0.8,73.88020833,3.796875,1013.949479
Los.Rios,2018/2/25,2018,8,6,0,0,4.203125,62.5,85.1107,19.6,10.03215,28.7,4.3,24.4,15.575,21.4,81.33333333,2.708333333,1013.7375
Los.Rios,2018/3/4,2018,9,10,0,0,6.25,52.58333375,72.98665,20.335,8.84775,27.9,6.2,21.7,15.6125,21.8,76.21354167,3.213541667,1014.533333
Los.Rios,2018/3/11,2018,10,6,0,0,7.25,44.46875,63.80355,25.97,8.76785,28.3,5.2,23.1,14.3,41.6,79.390625,4.067708333,1014.374479
Los.Rios,2018/3/18,2018,11,6,0,0,4.25,38.58630875,64.684525,24.01,8.82895,19.5,1,18.5,11.775,118.2,84.17708333,4.796875,1012.992188
Los.Rios,2018/3/25,2018,12,10,0,0,5.875,30.26488,76.5433,23.765,9.72665,21.1,-0.7,21.8,11.15,38.6,84.59375,4.171875,1015.142708
Los.Rios,2018/4/1,2018,13,16,0,0,9,22.625,112.6338,29.645,12.0226,21.9,-0.7,22.6,11.3875,0.2,83.08854167,3.140625,1016.6125
Los.Rios,2018/4/8,2018,14,10,0,0,10.75,33.25,102.340475,30.135,7.14488125,22.6,-2,24.6,9.8125,53.4,87.73958333,2.953125,1014.835417
Los.Rios,2018/4/15,2018,15,12,0,0,10.375,29.5,81.5213,25.97,5.68465,21.7,-1.2,22.9,10.4625,88.2,90.29166667,3.755208333,1013.484896
Los.Rios,2018/4/22,2018,16,16,1,0.0625,20.375,31.25,94.8309,32.431875,8.81015,21.7,0.9,20.8,11.875,22.2,90.61458333,3.427083333,1016.166146
Los.Rios,2018/4/29,2018,17,15,4,0.266666667,23,30.25,85.631425,32.095,9.6491,17,-1.5,18.5,8.2,42.2,87.05208333,3.265625,1016.595313
Los.Rios,2018/5/6,2018,18,10,2,0.2,17.75,21.55208375,66.885325,34.3,9.8136,18,-1,19,8.9375,13,92.734375,2.770833333,1015.598438
Los.Rios,2018/5/13,2018,19,22,8,0.363636364,28,18.5,45.1164,32.34,8.8877,18.5,7.9,10.6,12.35714286,28,93.83265399,2.510869565,1015.643433
Los.Rios,2018/5/20,2018,20,23,8,0.347826087,25.25,31,43.51028433,28.175,9.62795,16.8,4.7,12.1,9.4,37.6,92.98958333,3.703125,1016.059896
